Customer_ID,Nama,Usia,Pekerjaan,Penghasilan_Bulanan_Juta,Kemampuan_Teknologi,Kebutuhan_Bisnis,Beli_Windows,Tanggal_Registrasi
CUST11587,Gamani Suartini,26,Content Creator,23.25,0.73,0.43,1,2025-05-09
CUST11588,"Putri Putra, S.Kom",35,Hotel Staff,7.98,0.47,0.91,1,2025-03-30
CUST11589,"Cut Calista Salahudin, S.IP",60,Wiraswasta,6.75,0.12,0.03,0,2025-11-02
CUST11590,Luwes Nasyidah,24,Mahasiswa,2.95,0.58,0.48,0,2025-09-11
CUST11591,Chelsea Mulyani,52,Pensiunan,4.06,0.76,0.51,0,2025-05-10
CUST11592,"Dr. Banara Laksmiwati, M.Farm",64,Arsitek,16.12,0.0,0.37,0,2025-06-25
CUST11593,Dartono Latupono,65,Sales,3.2,0.35,0.27,0,2025-03-24
CUST11594,Tasnim Habibi,34,Dosen,32.8,0.19,0.63,1,2024-12-03
CUST11595,"R. Kiandra Pratiwi, S.Pt",63,Hotel Staff,5.86,0.44,0.52,0,2025-09-02
CUST11596,"Hj. Nadia Halim, S.Kom",48,Guru,5.86,0.06,0.09,0,2025-06-13
CUST11597,Warta Uyainah,63,Akuntan,6.44,0.35,0.17,0,2025-06-06
CUST11598,Rini Latupono,49,Pengusaha,31.72,0.35,0.62,1,2024-12-08
CUST11599,T. Kawaya Permadi,53,Koki,5.9,0.71,0.34,0,2025-02-28
CUST11600,"Elisa Mulyani, M.Kom.",51,Content Creator,12.27,0.11,0.6,1,2025-05-12
CUST11601,Daryani Ardianto,33,Blogger,2.15,0.64,0.21,0,2025-06-16
CUST11602,"Dwi Prastuti, M.Ak",24,Blogger,5.11,0.28,0.69,0,2025-04-16
CUST11603,Bakda Wahyuni,28,Driver Online,4.95,0.57,0.73,1,2025-02-19
CUST11604,Gaiman Narpati,56,Engineer,16.78,0.88,0.64,1,2025-10-21
CUST11605,"Yulia Hidayanto, M.Pd",43,Konsultan,16.67,0.02,0.06,0,2025-02-23
CUST11606,Dewi Sihombing,37,Designer,6.13,0.88,0.39,1,2025-10-21
CUST11607,"Setya Kuswoyo, S.H.",29,Driver Online,3.73,0.1,0.76,0,2025-01-14
CUST11608,Capa Hasanah,20,Engineer,5.92,0.29,0.76,0,2025-02-19
CUST11609,Yunita Pradipta,47,Pengusaha,19.8,0.58,0.67,1,2025-01-08
CUST11610,"Cagak Wibisono, S.I.Kom",26,Wiraswasta,4.78,0.27,0.03,0,2025-07-06
CUST11611,"Cut Zalindra Hasanah, M.Farm",18,Arsitek,25.1,0.28,0.16,1,2025-09-26
CUST11612,Sutan Darijan Wibisono,40,Koki,2.9,0.93,0.13,1,2025-09-25
CUST11613,Gangsa Tarihoran,47,YouTuber,21.97,0.47,0.91,1,2025-02-25
CUST11614,Slamet Kuswoyo,24,Karyawan Swasta,7.95,0.66,0.23,0,2025-01-10
CUST11615,Karman Pradipta,57,Driver Online,3.84,0.29,0.45,0,2025-06-30
CUST11616,R.M. Bancar Putra,34,Pensiunan,6.9,0.31,0.98,0,2025-05-28
CUST11617,Maryadi Simanjuntak,65,Dokter,28.57,0.8,0.03,0,2025-07-07
CUST11618,Gangsar Budiman,59,Pensiunan,7.82,0.86,0.25,0,2025-08-14
CUST11619,Lidya Aryani,39,Konsultan,5.34,0.11,0.49,0,2025-07-28
CUST11620,Ian Maheswara,65,Freelancer,1.37,0.28,0.06,0,2025-04-26
CUST11621,"Oliva Suwarno, S.Gz",28,Designer,14.04,0.89,0.33,1,2025-11-20
CUST11622,Mahmud Uwais,27,Peneliti,3.72,0.35,0.63,0,2025-02-15
CUST11623,"Nurul Permadi, S.E.I",60,Marketing,7.63,0.78,0.81,0,2025-11-12
CUST11624,Farah Pratama,63,Wiraswasta,2.85,0.03,0.58,0,2025-10-31
CUST11625,"Sutan Edi Hutapea, S.IP",61,Koki,4.12,0.29,0.39,0,2025-05-15
CUST11626,"Dr. Sakura Firgantoro, S.Sos",22,Hotel Staff,4.37,0.53,0.7,1,2025-02-27
CUST11627,drg. Kacung Manullang,57,Driver Online,2.8,0.92,0.02,0,2025-07-11
CUST11628,"Hj. Fitriani Nababan, S.Ked",31,PNS,5.01,0.05,0.91,0,2025-11-06
CUST11629,Harjo Hidayanto,20,Dokter,29.64,0.49,0.46,1,2025-05-05
CUST11630,Jelita Pranowo,24,Pensiunan,2.24,0.54,0.8,0,2025-03-21
CUST11631,"Puti Elisa Simanjuntak, S.Farm",22,Engineer,19.06,0.63,0.31,1,2025-04-09
CUST11632,Padmi Mangunsong,55,Konsultan,18.16,0.1,0.29,0,2025-02-01
CUST11633,"Ir. Maimunah Aryani, M.TI.",55,Marketing,15.18,0.47,0.08,0,2025-04-30
CUST11634,H. Lulut Latupono,25,Guru,7.36,0.3,0.17,0,2025-04-15
CUST11635,Teddy Pratama,43,Wiraswasta,5.83,0.92,0.46,1,2025-09-30
CUST11636,Tami Saputra,26,Pengusaha,25.9,0.48,0.64,1,2024-12-09
CUST11637,Oni Nashiruddin,42,Engineer,14.58,0.64,0.19,1,2025-10-09
CUST11638,Atmaja Anggriawan,43,YouTuber,5.97,0.46,0.63,0,2025-07-16
CUST11639,Drs. Septi Saptono,44,Driver Online,1.44,0.67,0.46,0,2025-08-01
CUST11640,Xanana Kuswandari,54,Arsitek,31.46,0.65,0.44,1,2025-08-16
CUST11641,Hartana Firmansyah,32,Konsultan,17.93,0.57,0.36,1,2025-07-29
CUST11642,"Cahyanto Siregar, M.Pd",44,Engineer,11.74,0.02,0.8,1,2024-12-13
CUST11643,Zulfa Budiyanto,46,Hotel Staff,4.27,0.91,0.07,0,2025-09-03
CUST11644,"Rizki Anggriawan, M.TI.",30,Karyawan Swasta,5.58,0.82,0.26,1,2025-02-25
CUST11645,Gada Melani,58,Hotel Staff,7.51,0.45,0.38,0,2025-08-02
CUST11646,dr. Nasim Haryanti,36,Akuntan,18.61,0.71,0.63,1,2025-09-13
CUST11647,"Ghani Wastuti, S.Pt",65,Mahasiswa,1.92,0.25,0.48,0,2025-05-10
CUST11648,"R.M. Daruna Rahayu, M.M.",63,Driver Online,1.4,0.67,0.68,0,2025-05-30
CUST11649,Zelaya Pratiwi,61,Koki,5.3,0.15,0.11,0,2025-11-08
CUST11650,Cut Fitria Maulana,59,Arsitek,31.74,0.81,0.16,0,2025-05-13
CUST11651,Tgk. Widya Hasanah,43,Akuntan,18.81,0.19,0.08,0,2025-03-02
CUST11652,Baktianto Hutasoit,22,Guru,4.91,0.32,0.86,1,2025-03-15
CUST11653,Asmianto Hutasoit,45,Designer,7.18,0.28,0.29,0,2025-10-07
CUST11654,Jessica Gunawan,19,Content Creator,9.18,0.25,0.24,1,2025-10-24
CUST11655,"Drs. Cakrajiya Mangunsong, S.I.Kom",22,Dokter,15.62,0.06,0.44,0,2025-06-07
CUST11656,"Anom Nainggolan, S.Psi",64,Pensiunan,2.44,0.46,0.01,0,2025-10-13
CUST11657,"dr. Banara Nugroho, S.E.I",38,Karyawan Swasta,5.47,0.61,0.32,0,2025-01-13
CUST11658,R.M. Viktor Yuliarti,44,Programmer,6.66,0.51,0.53,0,2025-06-09
CUST11659,Najib Hardiansyah,31,Freelancer,4.13,0.12,0.36,0,2025-08-07
CUST11660,Marwata Hutasoit,50,Sales,8.78,0.81,0.65,1,2025-08-11
CUST11661,Rusman Mardhiyah,41,PNS,6.06,0.71,0.71,1,2025-09-16
CUST11662,Tgk. Gada Lestari,45,Blogger,3.79,0.93,0.63,0,2025-02-04
CUST11663,Puti Clara Jailani,46,Hotel Staff,4.28,0.08,0.33,0,2025-10-25
CUST11664,"Raina Handayani, S.E.",47,Driver Online,3.79,0.91,0.46,0,2025-09-11
CUST11665,Safina Saputra,58,YouTuber,18.3,0.97,0.35,1,2024-12-11
CUST11666,Prabawa Tampubolon,28,Pensiunan,7.46,0.67,0.25,0,2025-04-13
CUST11667,Aurora Wijaya,60,Engineer,6.58,0.0,0.91,0,2025-02-13
CUST11668,Sari Nasyidah,32,Marketing,10.89,0.26,0.01,0,2025-08-16
CUST11669,Dadi Novitasari,20,Peneliti,4.92,0.52,0.55,0,2025-04-28
CUST11670,"R.M. Gantar Rajasa, S.Farm",47,Manager,32.67,0.19,0.98,1,2025-04-12
CUST11671,Dt. Jaiman Waskita,62,Driver Online,3.25,0.39,0.09,0,2025-08-26
CUST11672,Dt. Eman Usamah,22,Marketing,17.56,0.1,0.63,1,2024-12-06
CUST11673,Sutan Elvin Kuswandari,60,Dokter,24.07,0.35,0.45,0,2025-04-01
CUST11674,Jasmin Ardianto,27,Manager,20.5,0.09,0.57,1,2025-10-02
CUST11675,Kartika Zulkarnain,38,Dokter,16.06,0.74,0.7,1,2025-06-20
CUST11676,Wadi Hidayat,34,Koki,7.14,0.1,0.24,0,2025-10-30
CUST11677,"Sarah Pertiwi, S.Ked",61,Karyawan Swasta,6.87,0.04,0.88,0,2025-07-02
CUST11678,Tari Laksmiwati,50,Engineer,11.58,0.05,0.53,0,2025-05-18
CUST11679,Saka Setiawan,43,Akuntan,7.71,0.48,0.17,0,2025-10-03
CUST11680,"R.A. Ciaobella Usamah, S.I.Kom",18,Peneliti,5.51,0.79,0.1,0,2025-07-03
CUST11681,"Unggul Budiman, M.Farm",28,Hotel Staff,9.95,0.78,0.08,0,2025-04-29
CUST11682,T. Kadir Adriansyah,63,Karyawan Swasta,5.35,0.69,0.44,0,2024-12-27
CUST11683,Zelda Aryani,58,Perawat,7.01,0.87,0.03,0,2025-01-23
CUST11684,Wahyu Maulana,64,Pensiunan,5.51,0.39,0.41,0,2025-08-12
CUST11685,Jumari Ramadan,58,Hotel Staff,9.23,0.19,0.45,0,2024-12-26
CUST11686,Oliva Winarno,29,Designer,7.22,0.09,0.4,0,2025-10-21
CUST11687,"Lanjar Hartati, S.Pd",50,Perawat,4.29,0.34,0.7,0,2025-04-15
CUST11688,Hasim Kusumo,43,Akuntan,12.19,0.37,0.34,0,2025-02-19
CUST11689,Tgk. Vinsen Mulyani,24,Peneliti,6.64,0.5,0.92,1,2025-07-06
CUST11690,Eva Hidayanto,55,Wiraswasta,4.39,0.93,0.57,0,2025-09-05
CUST11691,Vanesa Tamba,25,Konsultan,8.89,0.31,0.31,0,2025-02-20
CUST11692,"Drs. Ophelia Napitupulu, M.Kom.",40,PNS,5.1,0.93,0.96,1,2025-06-17
CUST11693,"Drs. Salwa Hartati, M.Kom.",63,Driver Online,1.02,0.9,0.23,0,2025-07-29
CUST11694,"Ophelia Prabowo, M.M.",31,Peneliti,6.42,0.81,0.94,1,2025-04-02
CUST11695,Tami Pradipta,46,PNS,6.34,0.64,0.73,1,2025-09-20
CUST11696,Dr. Kania Pranowo,59,Akuntan,16.75,0.27,0.27,0,2025-06-20
CUST11697,Hani Melani,63,PNS,6.89,0.15,0.34,0,2025-03-13
CUST11698,Nyoman Riyanti,45,Pensiunan,3.63,0.33,0.02,0,2025-01-29
CUST11699,T. Pardi Budiyanto,36,Wiraswasta,7.51,0.16,0.15,0,2024-12-13
CUST11700,"Uli Adriansyah, S.I.Kom",65,Marketing,18.62,0.35,0.23,0,2025-03-12
CUST11701,Salimah Prasasta,62,Karyawan Swasta,4.42,0.12,0.09,0,2024-12-12
CUST11702,"Drs. Jagapati Setiawan, S.Ked",47,Arsitek,22.07,0.46,0.6,1,2025-08-12
CUST11703,"Tantri Salahudin, S.Pd",50,Mahasiswa,1.4,0.6,0.51,0,2024-11-30
CUST11704,Halim Pertiwi,32,YouTuber,13.16,0.32,0.52,1,2025-10-14
CUST11705,Viktor Putra,59,Content Creator,14.73,0.86,0.48,0,2025-05-24
CUST11706,"Bahuwirya Mustofa, M.M.",46,Mahasiswa,3.99,0.0,0.8,0,2025-07-27
CUST11707,"drg. Oni Wahyuni, S.Psi",40,Driver Online,2.68,0.54,0.69,0,2025-02-20
CUST11708,Qori Uwais,42,Mahasiswa,1.24,0.39,0.79,0,2025-04-22
CUST11709,Daliman Kuswandari,31,Marketing,17.23,0.37,0.84,1,2025-05-06
CUST11710,"Farhunnisa Puspasari, S.Kom",32,Marketing,17.21,0.41,0.21,0,2025-08-31
CUST11711,Sarah Wahyudin,34,YouTuber,13.22,0.62,0.28,1,2025-03-20
CUST11712,Maria Adriansyah,28,Designer,16.01,0.22,1.0,1,2025-06-12
CUST11713,Taufik Prabowo,19,Guru,7.41,0.07,0.92,0,2025-10-10
CUST11714,Tgk. Ella Ramadan,47,Koki,5.05,0.89,0.65,1,2025-03-29
CUST11715,Warta Laksita,50,Akuntan,11.96,0.73,0.53,0,2025-08-05
CUST11716,Sarah Halim,20,Peneliti,6.53,0.24,0.85,1,2025-03-13
CUST11717,Usyi Waskita,33,Perawat,4.5,0.09,0.58,0,2025-01-02
CUST11718,Karimah Prasetyo,36,Konsultan,19.81,0.44,0.99,1,2025-02-04
CUST11719,Tasdik Simanjuntak,56,Karyawan Swasta,8.98,0.93,0.87,0,2025-02-21
CUST11720,Warsa Narpati,44,Driver Online,3.56,0.56,0.42,0,2025-10-03
CUST11721,Panji Sitorus,25,Pensiunan,7.35,0.18,0.68,0,2025-04-19
CUST11722,Embuh Wijayanti,51,Guru,4.03,0.95,0.59,0,2025-03-20
CUST11723,Estiono Sihotang,21,Pengusaha,30.16,0.84,0.4,1,2025-03-28
CUST11724,Hani Laksmiwati,34,Manager,15.61,0.43,0.71,1,2025-10-15
CUST11725,Adika Yolanda,41,YouTuber,15.09,0.81,0.63,1,2025-08-12
CUST11726,Kenari Andriani,18,Manager,17.42,0.96,0.99,1,2025-02-03
CUST11727,Melinda Novitasari,65,Sales,6.97,0.87,0.01,0,2024-12-10
CUST11728,"dr. Digdaya Anggraini, S.Sos",32,Freelancer,3.69,0.26,0.79,1,2025-03-31
CUST11729,Rina Kusmawati,40,YouTuber,21.25,0.99,1.0,1,2025-03-29
CUST11730,"Hj. Aurora Melani, M.Kom.",43,Driver Online,4.27,0.92,0.61,1,2025-04-22
CUST11731,Hendri Prabowo,36,Programmer,6.1,0.2,0.99,1,2025-01-25
CUST11732,Siska Waskita,56,Pengusaha,29.66,0.65,0.1,0,2025-06-09
CUST11733,"Tgk. Lasmanto Haryanto, S.IP",38,Koki,5.82,0.31,0.78,0,2025-03-13
CUST11734,drg. Dirja Nashiruddin,56,Koki,5.09,0.2,0.74,0,2025-09-29
CUST11735,Olga Siregar,51,Driver Online,1.75,0.85,0.29,0,2025-11-03
CUST11736,"Tgk. Vera Purwanti, S.E.",64,Blogger,6.17,0.24,0.0,0,2025-08-15
CUST11737,Drs. Fitria Damanik,63,Dosen,27.07,0.26,0.84,0,2025-02-28
CUST11738,Upik Safitri,19,Karyawan Swasta,7.0,0.83,0.69,1,2025-05-18
CUST11739,"Gaduh Prasetya, M.TI.",55,Koki,2.14,0.21,0.3,0,2025-07-22
CUST11740,Kawaca Ramadan,53,Freelancer,2.84,0.48,0.81,0,2025-07-10
CUST11741,Cut Ami Iswahyudi,54,Driver Online,4.41,0.38,0.47,0,2025-03-14
CUST11742,Jais Hardiansyah,37,Designer,7.9,0.87,0.15,0,2025-08-15
CUST11743,R.M. Karya Irawan,21,Karyawan Swasta,6.56,0.44,0.52,0,2025-06-03
CUST11744,"Sutan Gatra Saputra, S.E.I",59,Guru,9.57,0.34,0.73,0,2025-01-19
CUST11745,"Sutan Danuja Manullang, S.H.",63,YouTuber,16.27,0.11,0.85,1,2025-11-08
CUST11746,Jarwi Thamrin,55,Pensiunan,5.03,0.5,0.88,0,2025-02-01
CUST11747,Putri Kuswoyo,58,Content Creator,7.25,0.95,0.96,1,2025-06-03
CUST11748,dr. Hani Sihombing,62,Konsultan,13.82,0.23,0.99,0,2024-12-18
CUST11749,"Lintang Januar, S.Kom",35,Karyawan Swasta,9.54,0.85,0.58,1,2025-10-04
CUST11750,Dinda Permadi,45,Pensiunan,7.91,0.41,0.28,0,2025-03-07
CUST11751,"Sadina Pranowo, M.Pd",48,Pengusaha,27.73,0.06,0.97,0,2025-05-19
CUST11752,"Tasdik Yuniar, M.M.",53,Pengusaha,12.48,0.64,0.4,1,2025-01-13
CUST11753,"Ilyas Pangestu, S.T.",36,Manager,27.8,0.43,0.32,0,2025-03-29
CUST11754,"Yono Thamrin, S.Pd",53,Blogger,21.82,0.71,1.0,1,2025-01-29
CUST11755,"Nyana Nurdiyanti, M.Kom.",54,Manager,26.89,0.7,0.36,1,2025-03-21
CUST11756,"Drs. Argono Iswahyudi, S.H.",55,Karyawan Swasta,9.31,0.94,0.98,1,2025-05-09
CUST11757,"Genta Hartati, S.I.Kom",57,Peneliti,3.75,0.73,0.34,0,2025-06-12
CUST11758,Timbul Hidayat,41,Programmer,15.38,0.05,0.77,0,2025-07-08
CUST11759,Luwar Suryatmi,53,Koki,5.1,0.03,0.16,0,2025-01-19
CUST11760,Opung Fujiati,36,Marketing,11.18,0.17,1.0,0,2025-04-18
CUST11761,Warji Haryanto,52,Programmer,5.64,0.58,0.3,0,2025-02-25
CUST11762,"Julia Hardiansyah, S.I.Kom",20,Perawat,3.22,0.46,0.72,1,2024-11-30
CUST11763,drg. Darman Yuniar,49,Guru,3.91,0.22,0.36,0,2025-01-13
CUST11764,Jaiman Mustofa,35,Wiraswasta,4.51,0.13,0.93,0,2025-01-28
CUST11765,Carub Mangunsong,23,Konsultan,13.9,1.0,0.86,1,2025-02-01
CUST11766,Ida Halim,34,Arsitek,18.96,0.55,0.36,1,2025-08-23
CUST11767,"Chandra Marpaung, S.T.",26,Arsitek,19.03,0.61,0.43,1,2025-02-15
CUST11768,"T. Hartaka Napitupulu, M.Kom.",54,Wiraswasta,2.74,0.9,0.55,0,2025-10-04
CUST11769,Lili Prasetyo,46,Mahasiswa,3.62,0.53,0.02,0,2025-07-15
CUST11770,"Lala Pertiwi, S.Pt",47,Pengusaha,20.25,0.99,0.23,1,2025-01-17
CUST11771,"Umi Saragih, M.Ak",22,PNS,5.21,0.47,0.23,0,2025-03-19
CUST11772,"H. Wage Waskita, S.IP",37,Karyawan Swasta,8.8,0.59,0.44,0,2025-10-08
CUST11773,"Hj. Faizah Widodo, M.Kom.",37,Arsitek,22.08,0.91,0.19,1,2025-04-05
CUST11774,Koko Prabowo,20,Driver Online,1.66,0.77,0.15,0,2025-11-23
CUST11775,"Jail Lazuardi, S.Ked",27,Wiraswasta,3.72,0.34,0.98,1,2025-09-23
CUST11776,Cut Kani Permadi,48,Programmer,10.66,0.11,0.54,0,2025-05-25
CUST11777,"Asirwanda Manullang, S.Ked",50,Content Creator,3.75,0.3,0.58,0,2025-04-25
CUST11778,"Olga Nababan, S.Farm",20,Manager,13.29,0.05,0.0,0,2025-07-24
CUST11779,Ir. Michelle Zulkarnain,57,Konsultan,13.33,0.44,0.78,0,2025-06-26
CUST11780,"R.M. Mursita Melani, M.TI.",27,PNS,7.69,0.43,0.53,1,2025-01-15
CUST11781,Sutan Pangeran Novitasari,57,Guru,6.8,0.8,0.55,0,2025-05-30
CUST11782,Syahrini Natsir,26,Marketing,6.53,0.18,0.99,0,2025-02-15
CUST11783,"Dt. Murti Hidayanto, S.H.",52,Engineer,7.04,0.45,0.02,0,2025-03-01
CUST11784,"Sutan Gangsa Kuswoyo, S.E.",51,Pensiunan,3.68,0.95,0.71,0,2025-08-31
CUST11785,drg. Kezia Uyainah,62,Hotel Staff,7.23,0.19,0.93,0,2025-04-09
CUST11786,Hamima Putra,61,Arsitek,25.27,0.78,0.79,1,2025-10-16
CUST11787,"R.A. Siti Aryani, S.E.",37,Freelancer,4.53,0.22,0.45,0,2025-09-22
CUST11788,"Narji Padmasari, S.Pd",21,Blogger,21.82,0.05,0.08,0,2025-05-27
CUST11789,"Sutan Martani Maulana, S.Farm",24,Karyawan Swasta,9.12,0.59,0.18,0,2025-07-29
CUST11790,Rina Mardhiyah,50,Freelancer,2.57,0.93,0.15,0,2025-10-15
CUST11791,"Michelle Prastuti, M.Ak",52,Karyawan Swasta,9.4,0.11,0.53,0,2025-02-01
CUST11792,Irwan Usada,63,Dosen,27.89,0.45,0.42,0,2025-05-24
CUST11793,"Yunita Mangunsong, S.Pt",61,Wiraswasta,4.95,0.53,0.58,0,2025-01-06
CUST11794,Rina Salahudin,37,Wiraswasta,6.05,0.05,0.87,0,2025-05-24
CUST11795,"Tgk. Gasti Agustina, M.M.",53,Guru,6.99,0.29,0.78,0,2025-08-06
CUST11796,Arsipatra Dabukke,36,Mahasiswa,1.7,0.68,0.99,1,2025-10-23
CUST11797,Manah Wijayanti,50,Sales,8.62,0.5,0.7,1,2025-07-14
CUST11798,Talia Utami,58,Guru,9.46,0.78,0.12,0,2025-10-30
CUST11799,Gasti Utama,26,Peneliti,6.78,0.2,0.17,0,2025-11-14
CUST11800,Titin Mayasari,54,Wiraswasta,2.55,0.18,0.1,0,2025-03-09
CUST11801,Ikhsan Natsir,52,Manager,28.62,0.26,0.63,1,2025-10-09
CUST11802,Rina Gunawan,53,Arsitek,26.2,0.51,0.35,1,2025-09-23
CUST11803,Emong Haryanti,61,YouTuber,2.48,0.95,0.01,0,2024-12-14
CUST11804,Banawa Winarsih,65,Koki,2.37,0.8,0.2,0,2025-03-24
CUST11805,Dt. Kamidin Hardiansyah,33,Hotel Staff,7.84,0.96,0.2,1,2025-10-11
CUST11806,Drs. Tri Sihombing,47,Wiraswasta,7.76,0.02,0.86,0,2025-04-10
CUST11807,"Dr. Rusman Rahayu, S.Farm",51,Programmer,11.91,0.19,0.19,0,2025-02-12
CUST11808,Wulan Anggraini,33,Manager,27.96,0.81,0.8,1,2025-08-28
CUST11809,Ismail Pangestu,57,Konsultan,11.99,0.36,0.65,0,2025-06-25
CUST11810,"R. Dimaz Rahayu, M.TI.",59,Content Creator,2.61,0.99,0.26,0,2025-05-20
CUST11811,Rahmi Hutasoit,36,YouTuber,24.93,0.27,0.38,0,2025-06-06
CUST11812,Yuni Dongoran,51,Guru,3.73,0.96,0.69,0,2025-07-03
CUST11813,Sutan Prayoga Haryanto,20,Karyawan Swasta,9.0,0.45,0.34,0,2025-08-11
CUST11814,Edi Rahayu,57,Dokter,18.28,0.49,0.37,0,2025-09-19
CUST11815,Ade Wahyuni,18,Blogger,11.26,0.66,0.44,1,2025-07-24
CUST11816,Ade Ardianto,62,Karyawan Swasta,7.82,0.17,0.64,0,2025-05-31
CUST11817,Daruna Mandala,34,Hotel Staff,8.89,0.02,0.09,0,2025-04-27
CUST11818,"Almira Najmudin, S.Pd",41,Dokter,14.21,0.74,0.01,0,2025-08-15
CUST11819,"Edison Pranowo, M.Kom.",43,Pensiunan,7.61,0.09,0.41,0,2024-12-15
CUST11820,Bakidin Mayasari,33,Guru,7.01,0.9,0.9,1,2025-02-18
CUST11821,"Margana Gunarto, S.Ked",20,Wiraswasta,6.71,0.51,0.71,1,2025-06-03
CUST11822,Asmuni Hariyah,63,Arsitek,14.12,0.57,0.52,0,2025-10-14
CUST11823,Silvia Damanik,48,Content Creator,13.58,0.45,0.25,1,2024-11-25
CUST11824,"Dr. Tania Wulandari, S.Pd",58,Perawat,9.66,0.53,0.56,0,2024-12-28
CUST11825,R. Tari Wasita,28,Koki,5.36,0.74,0.13,0,2025-03-14
CUST11826,Dt. Mariadi Sihombing,60,Blogger,21.48,1.0,0.98,1,2025-01-22
CUST11827,Kamidin Mandala,19,Peneliti,3.84,0.59,0.98,1,2025-08-24
CUST11828,Gilda Saragih,20,Arsitek,31.29,0.29,0.65,1,2025-04-19
CUST11829,"Zulaikha Nasyiah, S.T.",58,Engineer,16.78,0.79,0.53,1,2024-12-05
CUST11830,Aris Habibi,63,Programmer,11.34,0.91,0.25,1,2025-01-19
CUST11831,Carla Najmudin,44,Akuntan,19.57,0.16,0.85,1,2025-05-27
CUST11832,Tgk. Simon Rahayu,46,Pensiunan,7.95,0.27,0.02,0,2025-11-13
CUST11833,"Halima Rajasa, S.IP",60,Dokter,23.84,0.95,0.48,1,2025-02-06
CUST11834,Gilang Pradipta,30,Content Creator,19.96,0.07,0.55,1,2025-10-09
CUST11835,Dian Gunawan,39,Pengusaha,31.87,0.65,0.33,1,2025-01-22
CUST11836,Dr. Hartaka Prasasta,48,Peneliti,4.29,0.74,0.64,0,2025-02-16
CUST11837,"Dewi Saragih, S.Pd",63,Arsitek,22.66,0.73,0.52,1,2025-03-20
CUST11838,Siska Wibowo,33,YouTuber,7.93,0.27,0.47,0,2024-12-11
CUST11839,Paulin Safitri,65,Karyawan Swasta,7.06,0.07,0.63,0,2025-03-24
CUST11840,Lili Mahendra,47,Dokter,18.41,0.46,0.15,0,2025-07-27
CUST11841,Vicky Siregar,38,Pengusaha,29.81,0.7,0.8,1,2025-03-07
CUST11842,"Maman Dabukke, M.Ak",35,Koki,6.75,0.53,0.72,1,2025-03-29
CUST11843,Ella Pradipta,19,Manager,31.92,0.48,0.62,1,2025-10-22
CUST11844,Damu Dongoran,61,Manager,16.84,0.57,0.75,1,2025-09-28
CUST11845,Aditya Nasyidah,50,Peneliti,6.2,0.81,0.39,0,2024-12-08
CUST11846,"Rina Namaga, S.Kom",39,Freelancer,4.36,0.55,0.78,1,2024-12-15
CUST11847,"Genta Yuliarti, M.Farm",21,Pengusaha,20.22,0.88,0.92,1,2024-12-26
CUST11848,"KH. Mustika Napitupulu, S.Ked",59,Designer,13.07,0.36,0.66,1,2025-03-20
CUST11849,"Dr. Ami Pranowo, S.T.",38,Mahasiswa,3.52,0.29,0.09,0,2025-02-12
CUST11850,Danang Wasita,47,Mahasiswa,4.81,0.79,0.95,0,2025-02-27
CUST11851,Talia Sitorus,26,Dosen,12.35,0.07,0.4,0,2025-04-04
CUST11852,"Puti Ida Lailasari, S.Gz",55,Dokter,27.28,0.43,0.48,0,2024-12-13
CUST11853,Dt. Jatmiko Zulaika,61,Dokter,19.15,0.0,0.25,0,2025-06-17
CUST11854,Ida Rahmawati,50,Akuntan,19.88,0.1,0.27,0,2024-12-02
CUST11855,Dt. Adika Kusumo,31,Driver Online,1.97,0.97,0.53,1,2025-07-23
CUST11856,"R. Jaiman Putra, S.Pd",60,PNS,3.44,0.57,0.19,0,2025-03-04
CUST11857,"Harsanto Nainggolan, M.TI.",36,Akuntan,6.13,0.52,0.16,0,2025-03-08
CUST11858,Sakti Farida,64,PNS,7.78,0.08,0.62,0,2025-06-24
CUST11859,Rahmi Zulaika,20,Pengusaha,11.55,0.58,0.83,1,2025-08-01
CUST11860,drg. Kemal Hidayat,26,Freelancer,1.69,0.33,0.09,0,2024-12-25
CUST11861,drg. Eka Puspita,65,Engineer,18.71,0.28,0.9,1,2025-07-05
CUST11862,Dina Iswahyudi,40,Programmer,7.57,0.76,0.53,1,2025-01-29
CUST11863,Salwa Tarihoran,26,Akuntan,9.44,0.61,0.64,1,2025-09-26
CUST11864,Elma Suryatmi,25,Wiraswasta,2.69,0.48,0.58,1,2025-06-25
CUST11865,Gadang Hakim,61,Pensiunan,2.91,0.59,0.83,0,2025-08-12
CUST11866,Yuni Maulana,35,Konsultan,18.41,0.66,0.6,1,2025-08-06
CUST11867,Carla Saputra,28,PNS,7.0,0.1,0.49,0,2025-01-11
CUST11868,Jarwadi Nainggolan,60,Guru,3.6,0.95,0.27,0,2025-03-31
CUST11869,Salwa Adriansyah,40,Pengusaha,17.48,0.2,0.95,1,2025-10-11
CUST11870,Purwadi Siregar,35,Programmer,16.56,0.19,0.52,1,2025-04-24
CUST11871,Zulaikha Zulaika,48,Perawat,8.98,0.99,0.95,1,2025-10-20
CUST11872,Argono Melani,51,Marketing,7.14,0.58,0.92,0,2025-10-07
CUST11873,Harja Habibi,63,Perawat,4.24,0.67,0.09,0,2025-11-20
CUST11874,Juli Usada,59,Koki,7.32,0.57,0.76,0,2025-05-26
CUST11875,Ridwan Mangunsong,48,Dosen,31.42,0.5,0.46,0,2025-07-27
